ID,2_Boca_Rio_8_28_20,12_Boca_Rio_4_14_21,6_Boca_Rio_12_30_20,10_Boca_Rio_3_14_21,14_Boca_Rio_5_5_21,8_Boca_Rio_1_27_21,5_Radio_Club_12_30_20,1_Radio_Club_8_28_20,7_Radio_Club_1_27_21,4_Boca_Rio_11_10_20,9_Radio_Club_3_14_21,3_Radio_Club_11_10_20,13_Radio_Club_5_5_21
Oerskovia sp. Sa2CUA8,0,1,0,0,0,0,0,0,2,0,0,0,0
Oerskovia sp. Sa2CUA9,7,2,5,3,1,2,4,5,3,6,1,0,4
Oerskovia sp. Sa4CUA1,1,5,3,3,3,1,5,1,2,2,1,0,0
Oerskovia turbata,0,2,0,0,0,0,1,0,0,0,0,0,0
Paraoerskovia marina,20,17,7,1,12,6,4,105,0,24,4,0,14
Pseudactinotalea sp. HY158,12,23,6,1,6,2,4,49,2,10,1,5,7
Pseudactinotalea sp. HY160,13,0,5,0,1,6,3,38,0,21,1,0,2
Pseudactinotalea suaedae,4,20,7,4,13,7,8,34,6,24,5,4,9
Pseudactinotalea terrae,18,23,11,5,14,11,13,82,8,47,13,10,28
Sediminihabitans luteus,20,13,10,5,17,9,6,63,12,28,6,22,19
Demequina activiva,36,37,22,6,29,29,4,77,15,72,4,15,3
Demequina aestuarii,33,55,15,5,23,23,11,79,11,31,13,10,6
Demequina aurantiaca,16,15,2,3,8,14,2,94,3,4,1,5,3
Demequina flava,18,27,4,4,12,10,3,66,2,23,1,2,8
Demequina gelatinilytica,5,12,3,2,6,3,6,33,7,5,2,3,3
Demequina globuliformis,13,40,11,1,17,17,4,58,4,31,8,7,6
Demequina iriomotensis,13,16,4,5,4,7,15,54,1,21,8,3,1
Demequina lutea,84,126,16,11,49,22,10,333,9,54,16,25,11
Demequina mangrovi,20,22,10,2,17,4,7,78,1,23,5,9,3
Demequina maris,24,23,4,4,9,5,11,121,3,21,4,2,6
Demequina oxidasica,3,30,4,4,5,4,3,30,0,12,0,1,1
Demequina pelophila,13,38,12,2,12,21,13,137,3,18,6,3,3
Demequina phytophila,9,9,4,4,0,2,2,27,3,2,1,3,4
Demequina rhizosphaerae,10,15,16,5,2,8,14,137,7,11,3,1,4
Demequina salsinemoris,13,38,2,0,15,8,2,49,1,15,1,1,5
Demequina sediminicola,25,30,4,2,11,5,3,39,2,37,3,7,30
Demequina silvatica,3,17,10,2,7,2,2,50,3,11,5,4,8
Demequina soli,28,21,7,5,17,11,10,74,1,15,3,6,5
Demequina sp. NBRC 110051,5,16,7,0,10,2,2,40,1,25,2,14,5
Demequina sp. NBRC 110052,26,66,4,7,9,7,3,173,12,13,8,9,6
Demequina sp. NBRC 110053,29,28,8,6,25,12,5,43,3,25,6,5,2
Demequina sp. NBRC 110054,13,48,5,3,9,7,0,88,5,26,3,5,3
Demequina sp. NBRC 110055,9,16,9,1,5,7,3,53,2,26,4,8,6
Demequina sp. NBRC 110056,29,37,12,3,15,13,6,92,1,22,5,10,5
Demequina sp. NBRC 110057,22,23,9,4,19,4,4,51,4,25,2,16,8
Demequina sp. TMPB413,0,1,0,0,0,1,0,8,0,1,1,0,0
Demequina sp. TTPB684,0,7,0,0,0,0,0,7,0,1,0,1,0
Demequina subtropica,12,12,3,0,5,2,3,52,13,15,0,5,4
Brachybacterium alimentarium,7,10,4,0,5,8,2,31,2,27,0,5,7
Brachybacterium aquaticum,8,6,6,6,3,4,9,45,5,14,4,0,33
Brachybacterium avium,7,8,6,0,1,3,4,5,2,7,10,0,6
Brachybacterium endophyticum,14,5,5,1,10,7,4,57,0,20,6,5,8
Brachybacterium faecium,32,11,23,3,7,17,17,8,6,26,6,9,18
Brachybacterium fresconis,1,15,6,3,15,3,10,25,5,18,5,1,1
Brachybacterium ginsengisoli,16,10,6,3,1,6,6,25,3,20,6,9,8
Brachybacterium halotolerans,2,9,6,1,5,2,0,4,0,3,0,0,5
Brachybacterium massiliense,2,3,11,7,2,55,32,48,31,22,26,13,3
Brachybacterium muris,1,4,8,3,1,4,10,6,5,6,7,4,2
Brachybacterium nesterenkovii,26,5,5,1,13,3,7,42,2,26,9,6,6
Brachybacterium paraconglomeratum,0,4,3,2,0,6,4,3,0,7,5,0,2
Brachybacterium phenoliresistens,16,13,12,4,14,13,5,30,2,25,2,1,4
Brachybacterium sacelli,13,8,8,2,4,11,3,31,2,9,2,5,11
Brachybacterium saurashtrense,10,13,10,4,3,7,11,20,4,13,8,5,7
Brachybacterium sp. AG952,1,0,2,0,0,2,2,12,2,1,1,0,6
Brachybacterium sp. CBA3105,2,3,5,0,2,2,2,1,3,3,1,2,3
Brachybacterium sp. EE-P12,15,5,8,1,6,2,5,21,4,6,6,4,12
Brachybacterium sp. FME24,6,8,10,7,6,6,3,71,8,22,3,4,12
Brachybacterium sp. HMSC06H03,1,2,0,0,1,2,0,5,3,11,1,1,0
Brachybacterium sp. JB7,0,0,0,0,0,0,0,0,0,0,0,0,4
Brachybacterium sp. Marseille-Q2903,4,8,4,2,1,11,5,6,1,15,8,4,0
Brachybacterium sp. P6-10-X1,16,9,5,3,18,7,2,80,3,30,1,2,5
Brachybacterium sp. SGAir0954,9,8,5,0,7,12,6,70,1,9,3,2,13
Brachybacterium sp. SW0106-09,2,2,2,1,1,5,7,3,0,14,2,0,0
Brachybacterium sp. UMB0905,9,11,4,5,5,2,5,60,8,17,0,12,8
Brachybacterium sp. YJGR34,11,9,4,1,10,7,14,9,11,16,5,5,7
Brachybacterium sp. Z12,6,4,6,1,1,5,5,8,3,8,6,1,9
Brachybacterium sp. sponge,0,0,2,0,0,4,4,7,1,2,0,2,3
Brachybacterium squillarum,10,9,5,4,5,6,28,76,3,6,16,2,12
Brachybacterium subflavum,11,1,1,0,3,4,1,3,2,9,2,1,4
Brachybacterium timonense,8,10,3,0,13,5,3,26,6,45,2,0,2
Brachybacterium tyrofermentans,1,3,1,0,1,5,4,13,7,7,1,2,0
Brachybacterium vulturis,11,11,7,6,8,10,11,73,7,30,7,6,2
Dermabacter hominis,2,0,0,0,0,0,3,1,1,0,0,0,1
Dermabacter jinjuensis,0,1,0,1,1,0,0,6,0,0,0,0,0
Dermabacter sp. HFH0086,0,0,0,0,0,0,0,0,0,0,0,1,0
Dermabacter sp. HMSC06F07,0,0,0,0,0,0,0,1,0,0,0,4,0
Dermabacter sp. HMSC08H10,1,0,0,0,0,0,1,20,0,2,0,0,4
Dermabacter sp. HSID17554,0,0,1,0,0,0,0,5,0,0,0,0,0
Dermabacter vaginalis,0,1,5,0,2,0,1,18,1,1,0,0,0
Devriesea agamarum,32,7,9,1,5,10,5,45,4,41,6,2,4
Helcobacillus massiliensis,32,9,2,3,18,13,2,75,3,57,3,1,2
Allobranchiibius huperziae,0,2,0,1,0,3,1,1,3,0,0,0,7
Allobranchiibius sp. CTAmp26,6,9,12,9,7,4,4,48,2,5,2,2,4
Allobranchiibius sp. GilTou38,2,0,3,0,0,1,0,21,1,1,0,0,3
Allobranchiibius sp. GilTou73,2,5,1,2,6,0,2,6,0,0,0,0,3
Barrientosiimonas humi,17,27,4,4,5,11,1,17,4,18,0,2,21
Branchiibius hedensis,7,10,6,6,9,4,7,11,4,12,3,5,8
Branchiibius sp. NY16-3462-2,11,6,7,4,2,3,1,13,3,10,3,0,5
Calidifontibacter indicus,14,21,5,1,5,3,9,18,1,13,0,1,6
Demetria terragena,15,18,10,3,7,5,4,74,3,17,5,1,6
Dermacoccus abyssi,2,3,0,2,1,3,0,8,3,0,0,1,2
Dermacoccus barathri,0,1,1,0,0,2,1,0,1,0,0,0,0
Dermacoccus nishinomiyaensis,6,6,4,4,1,11,2,21,1,12,2,2,27
Dermacoccus sp. 147Ba,2,0,0,3,1,0,0,2,0,0,0,0,0
Dermacoccus sp. Ellin185,0,0,4,0,0,0,0,0,0,0,0,0,0
Dermacoccus sp. PAMC28757,0,2,0,1,0,0,0,2,0,0,0,0,1
Dermacoccus sp. PE3,0,3,2,0,0,0,0,97,1,0,2,0,0
Dermacoccus sp. SAI-028,0,0,0,2,0,0,2,2,0,0,1,0,3
Dermacoccus sp. Tok2021,0,2,0,0,0,0,0,10,0,0,0,0,2
Flexivirga aerilata,32,13,11,2,15,7,5,13,3,20,1,2,6
Flexivirga caeni,22,13,11,3,6,4,1,73,3,15,0,3,11
Flexivirga endophytica,35,11,10,4,16,11,9,13,1,18,3,2,12
Flexivirga oryzae,19,11,3,3,12,7,3,16,2,13,2,2,10
Leekyejoonella antrihumi,22,21,4,13,12,6,17,93,0,23,7,4,25
Luteipulveratus halotolerans,8,26,7,5,17,6,6,31,8,17,6,4,15
Luteipulveratus mongoliensis,14,19,19,7,6,15,8,27,5,10,3,0,3
Rudaeicoccus suwonensis,23,16,8,4,3,8,10,56,5,7,3,0,2
Yimella lutea,1,4,0,1,4,2,2,6,2,2,2,1,9
Yimella sp. RIT 621,6,1,1,0,0,2,2,24,2,0,1,1,1
Yimella sp. cx-51,6,9,8,2,17,8,4,25,3,20,0,3,9
Agilicoccus flavus,16,22,11,4,10,10,14,95,3,22,5,7,9
Austwickia chelonae,30,26,12,8,14,16,13,67,1,20,7,6,38
Austwickia sp. TVS 96-490-7B,22,12,12,6,8,7,8,66,5,17,5,2,11
Austwickia sp.,27,23,17,3,18,12,17,50,5,40,7,11,7
Dermatophilus congolensis,36,22,3,7,19,7,8,54,0,25,3,2,8
Gephyromycinifex aptenodytis,49,22,11,3,35,13,9,75,8,33,2,8,17
Kineosphaera limosa,32,36,9,7,44,13,30,51,15,37,68,11,17
Mobilicoccus massiliensis,17,14,11,5,29,18,13,18,7,30,5,7,12
Mobilicoccus pelagius,29,21,7,2,10,5,9,21,8,34,4,3,14
Piscicoccus intestinalis,31,22,27,5,14,22,25,52,6,44,18,11,17
Arsenicicoccus bolidensis,6,10,5,2,6,4,3,18,6,4,5,0,6
Arsenicicoccus sp. MKL-02,13,3,5,5,6,3,8,4,4,6,3,1,2
Arsenicicoccus sp. oral taxon 190,18,18,6,3,8,5,4,72,5,12,2,1,4
Arsenicicoccus sp.,0,1,5,1,0,3,1,5,2,1,0,1,0
Humibacillus sp. DSM 29435,29,29,4,6,14,10,13,32,3,17,3,4,22
Humibacillus xanthopallidus,37,41,22,8,21,22,14,39,6,32,6,6,24
Intrasporangium calvum,27,21,8,2,9,16,11,66,4,30,5,6,18
Intrasporangium chromatireducens,29,16,11,3,22,8,7,123,3,29,5,6,6
Intrasporangium flavum,12,15,8,5,7,7,1,38,5,10,4,4,20
Intrasporangium oryzae,25,18,7,0,20,8,7,79,2,36,0,2,21
Janibacter alkaliphilus,24,15,5,7,6,9,9,8,7,12,6,4,15
Janibacter anophelis,3,4,14,1,5,13,11,57,6,13,13,7,15
Janibacter corallicola,24,6,10,1,10,8,7,41,4,13,4,4,3
Janibacter cremeus,26,25,31,7,10,38,21,35,8,44,7,11,23
Janibacter endophyticus,20,13,24,2,23,33,22,20,2,27,3,13,2
Janibacter hoylei,12,19,13,6,9,5,10,22,1,12,5,3,11
Janibacter indicus,4,9,6,2,2,6,4,24,3,5,6,6,5
Janibacter limosus,8,5,13,5,10,3,13,25,5,16,5,5,5
Janibacter massiliensis,12,10,6,5,12,4,3,17,7,9,2,4,7
Janibacter melonis,19,18,19,10,13,18,18,47,7,25,11,5,27
Janibacter sp. HTCC2649,16,10,12,2,3,7,6,22,9,9,2,3,2
Janibacter sp. OC11,0,0,1,0,0,0,0,0,0,0,0,0,0
Janibacter sp. Soil728,3,6,7,2,0,5,5,43,3,0,0,2,3
Janibacter sp. YB324,2,0,6,1,1,0,1,9,1,0,0,0,0
Janibacter terrae,23,10,20,3,8,26,6,8,5,23,16,10,13
Knoellia aerolata,20,11,22,2,11,12,19,12,8,13,8,7,7
Knoellia flava,10,16,13,1,4,7,6,11,3,5,2,2,4
Knoellia locipacati,3,22,17,12,9,6,0,9,1,22,2,3,16
Knoellia remsis,19,6,9,0,6,8,3,7,0,9,1,1,7
Knoellia sinensis,8,10,7,4,12,6,3,10,1,11,6,3,1
Knoellia sp. DB2414S,27,18,11,3,19,9,4,20,6,18,4,4,3
Knoellia sp. Soil729,10,8,3,3,4,8,7,51,1,7,2,4,11
Knoellia subterranea,5,2,9,2,5,3,5,16,1,11,0,1,2
Kribbia dieselivorans,21,22,5,2,11,14,7,85,7,15,9,3,6
Lapillicoccus jejuensis,26,24,15,4,23,16,14,69,2,30,2,9,19
Marihabitans asiaticum,17,9,13,8,12,9,11,56,4,20,5,1,14
Ornithinibacter aureus,19,23,23,3,6,24,105,19,37,25,24,3,10
Ornithinicoccus halotolerans,17,13,17,11,15,20,7,53,4,15,2,0,12
Ornithinicoccus hortensis,39,30,16,7,6,11,13,96,4,29,6,9,14
Ornithinicoccus soli,1,5,4,2,0,6,3,6,4,0,3,1,1
Oryzihumus leptocrescens,15,26,14,7,11,6,5,48,7,18,6,1,29
Pedococcus badiiscoriae,20,7,4,8,12,9,2,16,1,14,1,4,6
Pedococcus bigeumensis,5,12,6,4,3,8,3,23,3,14,0,4,7
Pedococcus cremeus,5,3,10,2,0,4,5,19,7,7,0,4,1
Pedococcus dokdonensis,2,5,7,3,1,5,1,31,2,6,0,3,5
Phycicoccus duodecadis,11,14,14,6,0,1,8,10,1,6,3,3,11
Phycicoccus elongatus,22,34,10,2,22,18,18,62,5,30,5,4,3
Phycicoccus endophyticus,36,12,11,5,6,16,14,92,12,24,4,6,19
Phycicoccus flavus,16,27,11,6,10,10,4,42,7,26,2,6,28
Phycicoccus jejuensis,1,3,3,0,0,0,4,1,7,8,0,0,0
Phycicoccus mangrovi,8,0,4,2,2,5,2,10,2,5,1,0,4
Phycicoccus sp. BSK3Z-2,23,11,14,3,15,7,4,27,2,20,3,1,1
Phycicoccus sp. CSK15P-2,11,10,10,2,8,6,9,29,3,11,4,0,9
Phycicoccus sp. DTK01,7,1,0,0,2,1,6,15,0,2,3,1,2
Phycicoccus sp. HDW14,22,21,7,2,2,11,10,68,9,8,1,3,22
Phycicoccus sp. MQZ13P-5,7,21,20,2,4,11,10,14,3,9,10,3,6
Phycicoccus sp. Root101,3,4,6,1,0,0,3,2,2,1,0,0,5
Phycicoccus sp. Root563,1,1,2,1,2,1,0,2,0,4,0,0,1
Phycicoccus sp. SLBN-51,27,5,4,4,43,16,0,36,1,13,2,4,4
Phycicoccus sp. Soil748,13,12,13,3,7,11,6,7,1,12,4,4,9
Phycicoccus sp. Soil802,1,1,2,0,0,4,1,4,0,1,0,2,3
Phycicoccus sp. Soil803,6,5,5,2,3,1,0,32,0,2,3,0,1
Segeticoccus rhizosphaerae,2,2,0,0,0,1,2,1,1,2,1,0,5
Terrabacter aerolatus,4,8,10,2,5,3,4,47,1,14,1,1,6
Terrabacter sp. 28,5,2,6,1,8,5,3,48,4,13,0,4,14
Terrabacter sp. DBF63,0,1,0,0,0,0,0,0,0,0,0,0,0
Terrabacter sp. MAHUQ-38,14,6,8,7,6,7,10,73,1,6,1,0,22
Terrabacter sp. Root181,0,3,3,1,1,0,0,0,0,0,0,0,1
Terrabacter sp. Root85,0,1,0,1,1,0,0,4,0,1,2,0,3
Terrabacter sp. Soil810,0,2,0,1,0,2,1,2,0,4,0,0,0
Terrabacter sp. Soil811,0,2,3,0,0,0,0,0,0,1,0,0,0
Terrabacter tumescens,18,5,13,0,15,6,8,19,0,19,0,2,2
Terracoccus luteus,10,26,8,9,9,10,6,46,3,10,0,1,33
Terracoccus sp. 273MFTsu3.1,20,1,14,2,10,5,6,10,2,10,1,1,11
Tetrasphaera australiensis,30,29,21,3,13,20,86,27,9,34,23,8,15
Tetrasphaera japonica,29,21,13,12,17,10,12,88,8,20,7,6,36
Tetrasphaera jenkinsii,26,21,27,9,23,14,18,102,8,34,6,6,24
Tetrasphaera sp. F2B08,85,60,97,10,42,90,134,131,38,52,9,11,8
Tetrasphaera sp. HKS02,9,12,9,0,9,2,3,93,4,11,1,2,11
Tetrasphaera sp. Soil756,16,8,12,6,5,3,17,4,2,11,1,2,3
Flavimobilis marinus,18,11,146,37,14,207,110,79,116,91,71,44,2
Flavimobilis rhizosphaerae,7,1,1,0,9,2,3,14,1,12,5,4,2
Flavimobilis soli,14,7,15,2,4,14,10,72,12,14,6,5,9
Jonesia denitrificans,13,7,13,5,10,10,5,51,4,29,6,10,3
Jonesia quinghaiensis,19,18,18,5,26,42,29,445,19,40,9,14,4
Kytococcus aerolatus,14,21,1,0,8,4,0,32,6,12,0,0,4
Kytococcus schroeteri,0,6,3,0,0,2,0,3,0,4,0,1,6
Kytococcus sedentarius,16,13,5,2,13,8,10,7,5,16,1,3,33
Kytococcus sp. CUA-901,7,13,3,0,2,0,4,0,0,2,3,4,22
Kytococcus sp. HMSC28H12,0,0,0,0,0,0,0,1,0,0,0,0,0
Agreia bicolorata,23,5,6,3,19,4,3,141,1,16,3,1,2
Agreia pratensis,15,3,4,8,25,1,2,60,1,11,2,0,3
Agreia sp. COWG,80,5,15,10,59,11,5,261,1,88,5,1,1
Agreia sp. Leaf210,0,0,0,0,1,0,0,114,0,1,0,0,1
Agreia sp. Leaf244,2,3,1,2,0,0,0,46,0,1,0,1,0
Agreia sp. Leaf283,1,5,0,1,7,1,0,13,1,0,2,0,0
Agreia sp. Leaf335,7,1,1,0,3,0,0,38,0,0,0,1,0
Agreia sp. VKM Ac-1783,8,1,1,0,3,9,0,32,1,141,1,0,5
Agrococcus baldri,52,18,12,3,26,11,2,244,3,55,6,7,4
Agrococcus carbonis,52,3,8,0,26,7,3,70,0,51,2,4,4
Agrococcus casei,85,7,4,4,83,12,8,299,6,119,1,1,1
Agrococcus jejuensis,58,12,23,10,26,17,10,514,3,392,9,4,15
Agrococcus jenensis,36,8,24,3,22,16,3,81,9,34,7,5,10
Agrococcus lahaulensis,20,3,13,2,3,7,5,101,4,27,6,6,17
Agrococcus pavilionensis,5,5,11,0,3,7,0,45,2,8,2,1,1
Agrococcus sediminis,2,4,6,2,0,6,0,113,2,3,3,1,7
Agrococcus sp. 25,0,0,0,0,1,0,0,2,0,1,0,0,0
Agrococcus sp. Ae707_A6,75,6,12,2,61,3,3,268,2,88,0,0,8
Agrococcus sp. KRD186,30,7,4,4,23,10,0,139,2,37,12,4,14
Agrococcus sp. Marseille-P2731,33,6,5,3,16,6,3,114,3,45,1,3,2
Agrococcus sp. Marseille-Q4369,20,10,7,1,13,6,4,62,0,24,1,8,1
Agrococcus sp. SGAir0287,56,9,10,10,34,11,9,202,7,48,1,3,2
Agrococcus sp. TF02-5,9,2,2,0,5,5,2,78,1,887,1,1,0
Agrococcus terreus,75,7,9,2,21,11,3,233,2,76,2,2,9
Agromyces albus,11,11,3,4,10,3,1,175,4,25,0,1,7
Agromyces allii,5,10,5,2,7,3,0,63,2,6,1,1,8
Agromyces atrinae,78,13,7,2,45,5,2,419,10,83,5,5,2
Agromyces aurantiacus,61,14,4,3,33,6,2,441,3,44,1,0,4
Agromyces aureus,14,11,2,1,7,4,2,68,1,18,2,6,2
Agromyces badenianii,7,9,7,0,6,3,2,86,0,19,4,0,4
Agromyces bauzanensis,26,16,3,0,10,10,4,445,7,33,2,4,6
Agromyces binzhouensis,19,5,4,3,12,9,5,88,1,35,0,0,3
Agromyces bracchium,72,5,4,3,62,11,1,107,1,57,0,2,3
Agromyces cerinus,24,9,7,4,9,3,2,129,2,35,1,6,6
Agromyces flavus,37,2,7,2,20,3,5,142,2,46,0,5,4
Agromyces fucosus,4,0,2,1,0,5,0,44,0,7,0,0,0
Agromyces hippuratus,6,6,1,0,1,1,0,30,9,5,0,0,4
Agromyces humatus,11,8,7,2,5,6,2,76,6,7,0,2,1
Agromyces humi,22,11,5,5,13,11,3,139,2,18,2,4,3
Agromyces intestinalis,39,11,13,6,30,5,4,385,7,40,5,3,3
Agromyces italicus,17,2,6,4,21,3,1,158,1,20,2,0,4
Agromyces kandeliae,7,1,2,2,5,2,0,80,0,13,2,0,3
Agromyces laixinhei,31,5,5,3,40,5,3,183,1,391,1,4,7
Agromyces lapidis,19,0,6,2,10,3,5,238,2,17,1,6,4
Agromyces luteolus,36,10,4,2,30,3,3,55,0,47,2,9,3
Agromyces mediolanus,53,18,3,5,48,18,5,391,1,47,2,2,23
Agromyces protaetiae,44,18,7,1,22,7,5,301,3,55,6,6,6
Agromyces ramosus,36,10,5,2,37,9,4,111,4,40,2,0,5
Agromyces salentinus,18,8,4,5,13,2,5,86,3,18,2,4,11
Agromyces sp. CF514,11,7,2,0,16,7,2,229,5,20,1,1,8
Agromyces sp. CFH 90414,19,12,6,1,8,2,4,343,2,42,0,7,13
Agromyces sp. G127AT,72,18,10,1,51,11,10,486,6,64,5,5,9
Agromyces sp. H66,63,25,6,6,49,16,10,333,4,46,0,11,6
Agromyces sp. ISL-38,19,1,2,4,2,0,0,34,1,3,0,0,0
Agromyces sp. LHK192,70,4,5,1,33,5,4,184,4,85,2,3,2
Agromyces sp. Leaf222,4,8,3,0,12,4,1,304,0,10,5,0,13
Agromyces sp. MMS17-SY077,84,15,6,3,39,6,4,339,6,86,4,2,7
Agromyces sp. Marseille-P2726,47,12,2,3,42,11,1,394,1,46,1,0,6
Agromyces sp. NDB4Y10,96,7,16,5,64,24,4,331,3,108,1,0,1
Agromyces sp. NEAU-184,25,3,3,0,13,5,4,314,3,21,1,1,12
Agromyces sp. Root1464,0,6,3,0,1,0,0,86,1,2,0,0,13
Agromyces sp. Root81,24,7,3,2,9,1,3,252,6,18,0,0,12
Agromyces sp. S2-1-8,33,17,12,3,18,8,3,234,1,40,1,4,3
Agromyces sp. SYSU K20354,8,8,4,1,8,9,1,122,2,9,0,3,10
Agromyces sp. Soil535,24,9,2,8,22,4,4,135,4,41,1,0,14
Agromyces subbeticus,17,6,5,3,5,5,4,136,9,14,4,9,8
Agromyces tardus,193,14,10,5,156,32,5,481,2,164,3,3,3
Agromyces terreus,35,6,2,4,9,1,2,193,3,31,5,1,5
Alpinimonas psychrophila,184,16,8,0,129,23,2,1097,6,200,1,5,3
Amnibacterium flavum,117,30,11,4,62,17,5,308,8,142,3,3,2
Amnibacterium kyonggiense,77,6,9,12,54,10,11,231,9,106,0,8,14
Amnibacterium setariae,68,14,11,6,26,1,4,86,3,74,3,3,7
Aquiluna borgnonia,12002,4,316,104,11254,1346,0,11255,64,7432,11,7,15
Candidatus Aquiluna rubra,5,0,0,0,4,0,0,37,0,3,0,0,0
Candidatus Aquiluna sp. IMCC13023,16701,7,625,206,20443,3275,0,3353,20,13773,2,1,16
Candidatus Aquiluna sp. UB-MaderosW2red,10111,8,235,91,10486,1301,4,7301,69,7116,6,5,14
Candidatus Aquiluna sp. XM-24bin5,24850,27,593,291,20695,2433,5,12302,51,20976,7,10,175
uncultured Aquiluna sp.,3,0,0,0,2,1,0,0,0,1,0,0,0
Aurantimicrobium minutum,105,6,6,0,52,13,8,1084,15,394,5,5,8
Aurantimicrobium photophilum,143,19,10,9,137,68,25,1834,80,169,27,56,11
Aurantimicrobium sp. MWH-Uga1,68,8,2,2,31,10,3,738,10,80,2,4,3
Candidatus Lumbricidophila eiseniae,110,13,3,4,73,7,2,261,1,148,1,2,3
Canibacter oris,6,0,0,0,3,0,0,36,0,6,0,0,0
Canibacter sp. ZJ784,4,0,2,0,0,0,4,48,0,0,0,0,0
Canibacter sp. ZJ955,1,0,0,0,2,0,0,67,0,4,0,0,4
Canibacter sp. lx-45,8,0,0,1,0,1,1,50,0,3,1,0,0
Canibacter sp. lx-72,1,0,1,0,0,0,0,89,0,6,3,0,2
Chryseoglobus frigidaquae,199,195,7,7,104,14,9,212582,4,249,10,11,2058
Chryseoglobus indicus,33,31,2,0,5,2,1,795,1,31,1,4,6
Chryseoglobus sp. 28M-23,19,39,3,3,8,1,1,3590,1,34,0,1,19
Clavibacter michiganensis,132,96,41,32,99,61,32,740,30,395,16,20,155
Clavibacter sp. CFBP 8615,0,0,0,0,0,0,0,0,0,2,0,0,2
Clavibacter sp. CFBP 8616,0,0,0,0,0,0,0,0,0,1,0,0,0
Clavibacter sp. VKM Ac-2542,0,1,1,0,1,0,0,0,0,0,0,2,0
Clavibacter sp. VKM Ac-2872,1,5,2,0,0,3,0,7,0,1,0,2,1
Clavibacter sp. VKM Ac-2873,3,3,0,1,6,3,1,14,1,8,0,0,4
Clavibacter sp.,1,4,0,1,2,1,0,6,8,7,0,0,0
Clavibacter zhangzhiyongii,12,2,3,0,14,1,3,38,0,16,3,0,1
Cnuibacter physcomitrellae,7,4,2,1,8,3,1,75,1,9,2,1,20
Compostimonas suwonensis,115,28,13,1,89,16,6,386,4,96,4,4,11
Conyzicola lurida,47,27,4,6,10,9,4,179,4,49,2,1,10
Conyzicola nivalis,93,15,7,6,54,6,9,269,2,96,3,0,6
Cryobacterium arcticum,31,13,9,11,15,6,6,160,5,32,10,4,8
Cryobacterium aureum,13,9,4,1,6,4,1,156,1,6,0,9,1
Cryobacterium flavum,1,0,0,0,0,1,1,28,0,2,1,0,3
Cryobacterium levicorallinum,20,1,1,1,24,6,0,51,0,24,0,1,0
Cryobacterium luteum,0,1,3,0,1,0,0,22,0,89,0,0,0
Cryobacterium melibiosiphilum,25,7,4,3,12,4,7,141,5,28,2,2,6
Cryobacterium psychrophilum,53,20,10,4,56,5,0,248,1,71,3,1,7
Cryobacterium psychrotolerans,6,1,0,0,10,1,0,14,0,3,0,0,0
Cryobacterium roopkundense,34,7,3,2,9,4,1,198,0,29,1,0,2
Cryobacterium ruanii,33,5,1,6,23,5,0,73,1,19,0,4,1
Cryobacterium soli,24,6,0,1,6,2,2,184,1,15,0,3,3
Cryobacterium sp. 1639,34,6,3,1,37,9,0,52,6,21,0,0,9
Cryobacterium sp. BB307,4,5,0,0,6,2,0,114,0,16,0,0,0
Cryobacterium sp. BB736,26,7,2,0,37,5,0,253,5,32,0,0,0
Cryobacterium sp. HLT2-23,9,14,3,3,2,4,0,9,0,8,0,2,6
Cryobacterium sp. HLT2-28,0,3,6,0,0,2,0,45,0,2,0,2,7
Cryobacterium sp. Hb1,5,16,1,0,2,0,1,30,0,9,1,0,0
Cryobacterium sp. Hh11,1,3,0,1,2,2,3,49,0,3,1,2,12
Cryobacterium sp. Hh14,26,9,5,4,23,4,8,85,3,30,3,4,10
Cryobacterium sp. Hh38,0,6,0,0,0,1,1,56,0,1,0,0,0
Cryobacterium sp. Hh4,11,5,6,1,14,3,4,228,1,26,0,2,6
Cryobacterium sp. Hh7,11,1,2,4,9,3,3,28,0,17,0,0,7
Cryobacterium sp. Hz16,12,2,0,0,1,3,0,3,0,3,0,0,2
Cryobacterium sp. Hz7,1,0,2,0,0,1,1,1,0,0,0,0,0
Cryobacterium sp. Hz9,1,1,0,0,1,0,2,5,0,1,0,0,0
Cryobacterium sp. LW097,2,0,0,1,0,1,0,0,1,0,1,2,0
Cryobacterium sp. M15,0,0,1,1,0,0,0,31,1,0,0,0,1
Cryobacterium sp. M23,3,0,1,0,0,0,0,5,0,1,0,1,3
Cryobacterium sp. M25,0,1,0,0,0,0,0,0,0,2,0,0,1
Cryobacterium sp. M91,0,0,0,0,0,0,1,19,0,0,0,0,0
Cryobacterium sp. M96,0,2,0,0,0,1,0,4,0,0,0,0,0
Cryobacterium sp. MDB1-5,0,0,0,0,1,0,0,0,0,2,0,0,0
Cryobacterium sp. MDB2-10,0,0,0,0,0,0,1,0,0,0,0,0,0
Cryobacterium sp. MDB2-33-2,0,0,1,0,0,0,3,8,0,0,0,1,0
Cryobacterium sp. MDB2-B,22,21,4,3,15,7,0,98,1,41,4,3,0
Cryobacterium sp. MDT1-3,38,4,3,2,22,4,1,140,2,30,1,0,8
Cryobacterium sp. MLB-32,27,14,5,7,13,4,1,222,2,34,1,0,19
Cryobacterium sp. MP_M3,12,2,1,2,1,0,3,94,0,7,0,3,9
